sum0,sum1
917118,-197319
444417,55643
147261,79731
-138643,60452
548437,148113
-558340,-965227
987894,894352
930172,244081
-55974,-375778
146547,264224
-336415,479799
265483,-538792
242870,859462
685139,-438425
-770345,43055
-814803,701613
-525610,-281273
-760803,-533176
450283,-141236
279785,-773129
-590177,-714176
649404,-637176
724910,-268299
-414770,921378
132649,550302
707636,-607865
449818,-607934
738389,213129
666122,778987
285080,-309234
400029,891999
-699099,752289
500429,-309517
596676,-153772
752987,-185779
-166798,264856
-666459,-824391
101847,934673
266641,-45822
628249,934511
-470662,448893
825408,-745989
-969886,852433
842482,343330
211001,31164
-386714,-726518
-134425,593380
291932,-600940
-580135,-696950
837087,357251
-547106,-176312
-560706,-287820
-428348,-257590
-648119,772396
-631696,-236018
-685836,-788485
-738974,-325876
657814,21284
946655,-143342
-455302,-190947
-530928,479339
-934402,618856
-397464,-942436
601594,409981
450016,163836
97527,261341
711191,-822145
186913,259600
741821,-608246
-106023,247191
-6743,-97651
-739933,-845529
313492,-286786
251387,-871010
484936,-137683
-859309,-25510
-853860,215750
414217,330943
952853,-555548
-219990,812214
892781,122203
718047,803350
594652,479854
-660259,-837927
221781,662182
179546,-423503
-420856,-863332
771164,-339801
999477,260840
77594,817121
59919,-880766
95681,-701305
673078,24325
246651,-924284
834649,225565
671289,-502761
-963465,-530025
-264840,807997
-385131,42960
-112903,-536283
593051,16734
-803388,894951
515715,915407
92746,-633751
189805,894412
-57684,653961
-503689,-671053
342728,535642
505353,-444996
873060,-952808
833918,-211301
792293,-4955
-316934,-278126
288910,293497
48153,-95455
166143,230375
-659767,-649857
-989104,-327386
116569,-412110
-394817,521364
-528298,356704
-813429,497113
-93548,182107
228489,-882753
510732,877671
-487440,381789
482907,2770
-363821,-483305
-912556,694304
-831940,58801
523985,875853
48378,-511761
-488272,231243
714893,389001
301837,954046
29010,442506
-228628,93671
-969058,-978298
422160,-222422
-199207,165384
-96681,-902421
-819661,245665
-548146,319625
64274,9937
887901,945095
-54861,-803236
568098,-961585
-504493,-966775
127794,789514
976275,-170145
499971,618381
112051,-98888
797063,-296789
280721,-834958
-591195,685192
49959,220915
-745605,22436
407323,857990
-396526,474104
-286613,-863442
-967651,524763
-789466,229451
-171115,-765910
339757,-27385
170012,-698287
672857,45068
32782,-574466
378199,-235958
-585127,-878836
-707190,143152
-313644,-972377
868008,-895413
84512,-563043
-393465,-316889
-948446,-988596
794686,21202
-552678,-901983
-417262,-154953
673076,-158954
-12711,601688
771954,247555
408371,944698
479627,-35345
-700084,-86740
897493,572958
-734131,721530
195336,-501577
-638492,-832542
-732574,-218695
-773624,9768
-21524,653662
639755,-998508
-702548,-50441
454821,-687936
17184,522049
-54840,595473
-276262,-474623
-775281,-348002
644963,722844
-921862,632685
881491,6494
-808548,134102
-492211,-474668
-215349,763572
-842120,-291850
-96963,852642
-376626,567913
534002,70537
-986044,550759
-545407,-43077
570804,-2130
965446,761992
-711169,-17224
295751,-890507
416351,51496
-242073,-127422
-697092,-872574
528932,457938
-381571,425236
-57253,557448
372320,48864
344512,-253896
-204772,-130438
-512646,-743878
45810,-138500
885762,-434786
-817923,697686
-918629,141280
179314,-488479
162047,-695152
-525216,-166649
-667245,-322920
-190831,491411
-485249,-419153
312654,966833
-493350,-394180
359357,-549615
51513,-209016
55650,497182
98546,708673
620263,317194
-554820,405820
-866949,382971
-323464,234623
591755,-846041
-433951,-581561
-891131,694941
-409819,-709064
-17620,-718130
323622,693526
315226,375495
-823718,856801
-838593,-909613
495978,248104
168464,-22519
-866456,-781580
-783335,-16864
458345,-386557
836304,743058
459301,730360
-219101,668291
-278377,-759541
-778724,-690537
-698957,581626
72059,-395887
-410130,-521346
-191168,161314
783271,-81288
288630,84707
-846151,-351520
-698580,-482840
-387039,-64770
882603,-552502
260976,743157
-687733,-790151
454612,-162296
-469258,-108245
-532792,-730196
-189091,952283
-563739,519408
-17423,-805000
373587,-570465
746593,-650874
106651,-851913
-103624,209974
816488,-362212
-939176,-496885
185608,877448
254774,352456
-414853,-176883
-802719,-61141
515579,49507
980141,12509
-237168,742166
-214485,-519499
512310,27834
-461161,289187
446260,-141580
456497,-721197
865610,241244
-583845,727798
-831372,932518
24232,16491
657674,-326734
374833,687411
-410808,-226942
-532141,662936
-384719,184172
-213753,-518616
993383,194467
-774123,232184
-260892,486181
-142711,759582
733133,-541137
-308619,-70494
-49674,-15148
599157,832908
-953345,-36210
171767,524930
697452,972011
92685,-131660
760745,982924
599420,-309181
-154093,-498284
647514,852950
-100728,130866
940933,233477
460274,778618
115682,456155
-218420,-703277
-686686,-674170
498489,894706
-940490,-725891
-288885,-318685
-148739,-129885
-936936,469218
147503,6603
57980,-49483
-141569,783743
474938,-429055
-746775,-912121
13597,-470389
212452,-876444
-64120,-786630
688306,-445592
83050,-778024
221504,971078
95352,554242
94374,3066
4409,-884776
622158,-644592
353719,926153
441703,-832136
-846870,685676
-945946,716270
604985,253378
780904,-650890
-259564,-663175
-852496,-460165
293695,-336720
-816086,-524797
945032,-497564
723316,-773703
-6071,-587299
917476,-535774
742134,-34807
-862469,-541246
781156,349924
-641015,333510
740557,453695
-47534,-608545
91269,-225348
-324679,529405
382126,660635
-616079,646910
284457,472968
-32438,-50202
-237925,-884479
803656,-431728
51185,93905
614334,855720
639336,-624647
688108,334911
506583,705819
-932438,936741
-286634,-689769
-804543,881394
-517234,661451
746735,124428
671791,-561846
954811,198501
-974883,675935
-722357,654252
-640351,123135
-323932,-999308
7246,-710643
73032,904782
-334653,-605266
-34239,818667
-719343,-984433
-3975,-420098
869550,941649
-504615,-21764
968419,-746687
647933,929941
-954172,92658
-586006,106220
522981,-330430
537456,-911210
-568478,-509287
-884363,510517
361285,-915105
-358758,-519543
336010,982625
-519272,-512519
-158234,319871
-804788,821786
-814678,-756993
955113,391067
649029,772386
-289141,-499422
676461,-899582
369022,-45251
-795201,-769326
110879,222029
-266088,305596
-886023,-487769
845776,664915
792483,255838
-28386,438955
439697,556564
380693,-743395
970126,-333424
929958,-219240
-914228,242078
-402470,-314560
270114,940313
722433,-277507
-427643,523603
-529186,15903
-658835,-773198
659619,-737061
972923,253123
-256903,-192558
-618904,941670
-675485,-501535
83312,-340767
705153,257732
554267,-37041
193469,-283941
-296223,-265608
856632,-112133
658401,206550
592172,414004
-287018,711228
716406,302162
-458245,-21072
756974,-22757
-335736,314708
82744,605052
-403503,431295
-365668,882604
308822,800946
-512151,724708
-855831,-422543
567224,26832
-376987,182854
-823090,-457407
655019,-852277
-675048,-925451
962892,367302
-152315,230303
-232636,672938
-253568,774647
-577740,321945
971315,-882098
-267528,730547
-276065,-738485
-474314,-316692
-528102,949911
-741401,753022
-452626,-481417
353178,-965512
-438817,530936
328584,-172733
-287494,-294881
-715263,918315
371527,959947
-411071,48988
-395076,136131
-646315,951627
446820,827736
-390904,-857317
652668,-544131
251066,323464
-267793,485485
167223,-884281
402266,-956326
-395769,-104988
494283,86932
640027,-484410
750583,709875
-21507,299721
-191619,-104576
64408,-408449
-943512,-111301
-636554,-711204
-592518,-316999
-457059,312453
-970795,-852406
-507795,-21231
219007,-135706
-530459,669172
658835,679896
960287,254719
-407249,793543
971672,-781165
-83393,532165
-424578,583906
-68528,961036
-386536,189689
-108553,-666169
-575338,-500358
-223770,685181
144475,-589003
788599,670781
934393,-82019
953538,852081
804714,202798
457621,347503
-588456,969522
-847320,355212
-481279,-89698
-516404,588673
-676770,116812
208499,-776704
607405,-930941
-397854,-345368
-420128,727136
751416,-528005
188416,-985158
-878163,287795
335364,748332
159619,-113987
449262,101445
-633951,718837
-336165,551011
888162,996000
636717,-344756
-911870,457242
61317,617896
-564183,499471
272293,-934827
111339,78532
-934057,831787
67615,337661
-832343,41493
-132923,497603
741908,-691241
-28803,529294
-766961,-946092
295885,440749
418239,782575
777898,-833922
759905,567590
-544970,-701119
-988041,604984
624311,-635528
-457511,-438779
503004,819462
-755179,-972784
566996,532205
-748765,-742677
-876434,726515
470983,-59449
200616,-40547
470685,125519
-267828,-912760
457048,-35050
-274462,993035
-826766,43484
-181456,494206
430624,-579560
490653,-553440
-673987,-214415
-719514,681552
-262731,-966280
533165,-463760
861865,457419
-71108,764050
-98702,-322622
-576528,-721400
156717,556004
94229,475209
361908,251626
283444,120146
191383,75484
-718090,-691384
679716,758889
-161457,254448
-33587,675635
-560068,-750384
962841,-108143
620180,-173025
-138973,112852
918732,953925
798252,390200
618140,562226
278060,336382
368829,-232810
49031,-249599
73428,870204
-808787,854882
582908,-982518
-376135,-81358
-516392,-920914
-665405,-931799
627594,-82134
-500916,283545
-76233,362115
918284,-36938
857528,-955734
759684,-956645
197749,-717285
-705,948999
535443,-656171
-322548,-213175
459569,-926218
-150802,-792823
-716489,687689
-983535,-770529
7777,650874
723093,-321676
101580,174498
-933010,288268
933673,719197
-453362,-422438
12269,-883731
103398,870848
-342696,65254
664599,-678125
-104252,436784
-78341,-664240
-744447,-62078
-910996,-145178
133503,-193910
197679,314040
875270,613581
-778988,-386661
-437276,-42619
-173181,-517303
624917,-146915
129532,-683513
687848,640639
129016,275412
116358,345930
-435838,-860190
-467365,-693900
573174,-598479
-179093,-561362
439283,490274
-180569,-672783
-582746,-535370
-479860,-572584
773195,527017
-795452,-208011
-378945,984611
-835341,-202391
-468503,95781
537493,181929
797782,-303886
-117567,-445837
-253949,155741
368901,-941648
43954,973784
-564546,635520
253128,405725
-252458,559025
-29446,-870964
-273122,-756014
-881403,376498
69175,-159644
-15824,-323373
914435,-46352
-431796,-706607
-908419,946710
-316034,990541
883764,-196595
-23014,-617791
-570836,237848
135248,389709
-160997,439136
-144300,198144
54424,-420632
376698,927558
206821,-197086
453483,976642
810580,162123
211039,252678
-478599,-84813
523467,-382765
-231480,-284052
588343,259428
350483,685244
8634,300863
-373700,844572
971487,-575822
-431196,-893893
471950,189298
-521779,-214827
-484933,-975064
761799,390017
644909,322150
-387501,-501993
461164,217811
-188560,838660
87334,718535
-753274,284698
-28611,462079
-546177,-70315
35563,-382365
424214,656238
-491654,-805763
-508112,219785
-383540,-75761
870907,470896
969733,817957
-686022,96411
614066,416064
162924,866854
-709628,766553
-247980,49158
724467,-497814
-427030,447062
660095,60235
-841258,238410
679906,982597
-248185,-301184
422742,495282
273215,-525907
-496573,138176
-501764,403071
-519737,-376795
-152851,-190969
-898400,-48002
833851,872649
179515,-312205
-167793,-896892
58514,961184
-712677,-97340
851933,307422
-961201,483407
241577,-723932
-240548,-868253
-916824,-262234
-552080,-609995
-234982,566585
374030,641313
-414469,984681
806498,470586
855918,881934
-258352,716837
917756,-515659
-614322,277825
96369,376112
-304226,86145
-435905,-727768
308399,-117641
826573,-344820
15469,546875
705194,921311
735756,602601
370205,-225514
-485890,399471
609130,66425
535222,-565700
-445069,-293707
-818118,944156
920940,971819
-852306,-50025
811676,-575705
825832,227593
-272232,512774
343882,-981238
543989,-420390
719907,-787449
-625757,859123
786389,-298420
-655900,-943644
523914,-783768
46938,793738
-807461,-975854
-470908,-574789
872621,-767749
446123,819379
453384,-9969
237140,583320
746894,796511
377887,615507
453365,-221433
-853426,890470
-541900,823137
288300,-253737
-731587,-796757
-971939,-314007
-596253,440214
-364707,818440
-843779,90013
-74708,-603734
635453,321117
654582,-741231
-3638,-434396
94595,-81225
-873459,-612335
-480492,-424212
-880697,-11892
-196510,373256
-959375,913011
-947059,915123
85833,161242
233780,217416
-655572,-320558
210653,421840
931603,-923357
722073,241114
392659,944961
222750,276726
-42427,-369271
109249,-191674
609325,624869
-610399,-276708
-398470,951063
31717,-765228
-139081,-26850
-254418,-975272
667387,-715467
146104,910142
33117,-263153
356970,862867
404195,887330
939282,591538
-499820,190207
-806801,-310741
149937,843464
-991084,7538
-963608,604708
146920,-937514
-703713,847311
587601,-422980
-303506,162124
64861,-837240
-598934,993708
-518038,-705593
-150863,636940
421718,-210601
220081,-995798
-706839,730636
920281,-330184
-873115,228138
464472,50000
165023,50103
-596419,518320
584811,20089
946617,898760
794171,-231368
722171,986799
-85678,-507924
-462080,950849
-183041,-822421
-885317,-79023
314728,-428113
-369855,247807
326693,-691066
158532,646398
886885,887191
915637,-441809
-743032,-81427
244776,893630
-682919,300951
-664854,-767754
-544326,-212499
474862,-282700
-294994,701435
-61144,-662209
-604126,-275786
-270512,-87377
528278,13430
-849188,-956182
-886317,-517583
633380,-638129
-880275,-291151
890629,-736357
-359451,-949677
-64583,258538
613754,-968691
575490,-773849
872410,880207
-944897,-991111
-838488,326617
-219480,-355670
160140,-668167
-619145,-143743
399737,-784938
-474823,-350552
264096,-364472
-594283,44810
367272,-824993
-34577,-548364
903240,-599532
820055,361489
-945802,742549
-79317,671405
-716419,972616
-143902,-132191
-609627,-915827
-632050,399884
328147,-903794
818572,305339
40836,-360248
-199489,-948503
693101,701124
957541,-471222
-430620,356423
-983210,303431
628911,169846
349733,-419658
764316,-864986
-989282,-980674
228671,-141006
-272750,594739
543204,-235746
-240814,-987557
-654850,-177169
-799876,-58832
-543662,108522
609932,277003
-836760,-237440
-135132,932835
-16571,98065
-720679,239336
409079,-105876
-846699,170650
859458,-412958
425621,-383670
-112581,701695
-39473,121212
987719,311188
275549,210457
-338170,-669873
-523653,-247620
-995453,866038
659924,-104882
-200258,200742
716660,75536
47719,-974968
737800,-634449
-570757,264025
-308323,645562
-985978,848085
-643785,419424
30487,-873441
720628,-12770
940069,-38034
-823594,-662738
-24025,865750
467837,885532
800987,713990
607620,-894996
980820,-779287
111153,228259
-373112,241071
-145418,-919943
-163352,722588
943500,887008
-260109,-247521
807122,-780158
647680,925185
549422,-243552
210433,702709
-370668,605084
527296,-999661
154114,270286
-643225,-367798
586577,936663
-323860,-465162
990966,-515190
-673976,517126
983943,-196571
-62866,734362
501516,13497
-873625,982767
-352786,-601057
477923,-325072
-505635,-292445
377910,220229
-804313,-109593
920275,4709
698023,536238
-233333,-82810
-143852,-586275
584351,-594667
674549,48409
296080,8462
260198,915249
-690032,84375
-305164,970582
13687,-212879
774733,495573
-471213,817983
869366,-449455
-635834,-352485
18798,-324998
680341,487646
-546144,-42154
172117,96906
919393,-156910
316456,579208
-724185,-647190
-27128,67122
654011,100078
-154445,219977
-674737,-27472
-684671,935933
-599860,179341
355794,-994834
-68359,942149
495045,-414055
-744820,722205
-883462,950151
-222928,-515612
-812535,272070
106890,791409
-318576,-951594
-734694,393097
461908,904945
949838,383998
557994,863675
740632,353472
-473396,279669
-86869,-276584
-846988,-276907
264840,176419
450270,-122124
246131,-598843
-993518,-704540
943447,967273
-755292,-972251
833451,-553200
-128913,615803
-796990,-701390
-987184,367498
-67106,-664567
-500855,567680
651548,475435
-75263,436992
547398,-706261
128720,-693515
-657757,-793441
-717640,-751118
647326,602447
-949166,379103
-49522,293226
427498,256256
674195,876539
-393156,452229
-764544,826263
-751595,270533
569451,681624
-609638,436167
540074,-488111
880807,-125937
-40172,-101210
-23701,-90908
-448800,-914996
-825243,-898196
-11112,316374
707284,-298445
703318,98993
811308,-739595
-848397,-572639
489693,-835273
-227798,430335
-277101,86480
722348,992791
-64201,-808721
103186,-471066
-686040,-797360
877758,-680864
572123,-163906
910459,209424
286982,538167
695268,607911
255802,67424
227600,-9600
584887,-385768
-48570,-442831
302567,124141
694038,-500570
397183,737837
-531286,871679
-716489,-605184
-306764,-516977
403522,-128985
786792,-790319
-741930,-136887
-731881,2337
-94875,-641790
46539,-320511
-111345,951099
125970,339414
-884080,-858413
151765,-392943
268569,-593201
-213823,974348
-317838,541370
943479,913494
-867345,417888
453331,586081
857241,-207671
954415,685322
68067,-651217
387372,920484
-4130,-26536
312415,-633953
-496121,497825
-188753,-621965
127584,133103
537937,715771
585436,922747
-396205,-237292
-534189,-70916
-662395,549105
172314,-662631
357397,-190757
856004,968569
-362164,199002
-446087,110487
857847,509841
-126467,792014
-97691,905632
486806,-949760
-652300,-450525
714090,518339
-939562,-12753
-6890,-692359
163552,-87342
63453,340241
-316080,769275
182215,-12131
-666154,311204
-875936,-972412
148119,-703561
212564,-165412
398662,165726
-75680,895975
595802,-837077
139592,-441506
542588,-152261
183746,777335
-574459,-955989
-649544,103254
-889198,364684
457224,-966378
677069,-795546
-159357,-50399
-283666,539562
-980457,143971
-604072,-603685
883258,-990553
-970003,-455153
-116115,-997937
748526,341597
-569293,977316
171694,273273
-527010,754406
453884,261598
957774,729225
919484,-699428
-791748,910522
-475758,-107918
-165584,120048
-967941,838725
-178640,302727
903298,861231
190192,863504
650884,449953
336999,440396
858741,-588236
-869235,664940
-848223,928699
412965,-78045
-749509,-645933
566591,731140
395730,549629
968044,-756862
-317332,928035
-560028,-371814
-734196,120499
-252449,-311299
-463140,711517
-653835,-116074
931493,653482
991106,-773805
671135,-640625
-518934,56723
833879,-373057
-484448,-764551
-595622,221769
-587590,766499
-85277,3341
822855,136031
-478613,949076
-409074,171075
-746441,-467953
-777947,-997894
883467,-556857
-396431,-731953
-602599,990067
642729,991546
-771112,16897
816163,-137539
-931583,841038
90769,-715477
-546830,-897187
-607563,549979
-137355,726800
602362,99208
557740,-830634
-180714,-492732
-94961,-804996
661360,-659321
644459,-12129
-223652,103822
895810,450406
-960827,-662308
-656532,-627673
-506692,-410050
-984336,96785
-648173,274531
219317,-40544
-643895,10581
823449,532308
-689521,55100
-593503,-678010
89914,-90945
226498,-972430
507401,531586
538052,-146952
37959,-279291
305950,-970704
-540283,-600624
612078,-970582
-815831,-798899
218460,220102
-882086,44946
-128723,656441
761652,-466911
19339,792438
669348,1062
989282,-106482
-867505,-600827
191172,-917978
-302097,-323046
989866,-611831
215445,-744193
88010,-422742
-462978,778160
-222890,658594
75163,-125313
-944527,742830
75161,328377
329371,866666
340916,-14750
-110542,923505
-486757,312199
191057,-265606
-281579,-352782
964741,446106
-473154,417994
-129640,-24368
759183,-154177
-66857,-600975
-715764,-89608
182899,758050
-619117,-182501
-536936,623249
833463,546434
-7434,664229
-147166,-943604
-724050,-228533
-940014,-248730
-113530,178392
475682,-435109
-814421,827766
-254987,270328
-90852,285790
427288,333937
754877,488246
-258641,681702
-276309,703088
338512,-508372
546137,-374148
277765,529656
682450,388121
-304275,86912
617878,590919
-693665,122605
-56204,637762
-858806,-94300
-680305,-707148
337935,-53663
-599620,-856597
-135440,-413652
891168,-785048
374723,481770
-849617,901890
-822919,-339151
518629,-899015
-863267,13356
-129073,271519
460901,547656
-399896,-959340
-422519,696855
287794,459156
915559,-968230
736680,992302
42672,-628201
-362886,926395
-630103,236678
460362,642329
307357,524773
597150,922300
232124,-656056
-64932,239830
-922012,70878
241243,-995387
-251817,-799609
919746,801626
271104,-96028
95582,252737
-71791,622355
862983,298757
481119,-170510
-771094,-32787
214755,721156
350572,1369
-684624,-166651
10205,-71910
30442,486019
479936,770498
-79054,71095
556589,871467
-928548,146393
611932,-637530
646510,838465
839104,-109379
365450,-845966
919275,-945202
906700,-242885
183795,724433
-978786,-958072
440883,192628
861489,648312
994696,486674
362218,-606815
800204,-83813
-833692,501498
-770317,-290598
228401,960561
-633515,-619369
448873,527499
168206,-424383
-163907,-801164
-661703,137776
-268868,280330
-543880,-677707
349807,-199479
-901280,695917
753253,239849
468051,750374
88098,-66770
354758,541521
-747056,-258082
603290,-195025
-72595,314524
-575534,612283
-522568,917800
30349,-567494
151930,570719
-411655,468193
154810,450742
325557,-309351
989212,-527240
277729,904887
694927,588098
-35933,697187
769142,463539
79693,709954
558400,286831
-570042,-830858
-437458,306971
-299149,-805107
787491,-595265
958421,-837151
101099,-927290
-163980,-645537
513844,-291477
451449,523628
772153,-537353
88383,-412525
-951889,-829895
362587,602629
187672,-471590
-145081,-306492
111576,528820
168595,77823
-973762,769287
228437,-282899
957837,-232876
-428489,511027
-874812,-539120
-508020,832817
863456,332506
-251310,-682469
280241,420255
612136,671746
985006,-938992
207498,-967655
833970,912044
7213,822333
440111,673025
-362558,-973985
244917,512704
277006,8225
-384465,226853
-688432,107962
-774171,915979
984117,-554816
-492256,122447
730377,-198316
960960,-165409
-319699,-27145
507341,-791198
-156057,-648579
374769,-271797
151573,-590649
-412190,332976
93732,987396
-733155,76874
-76669,-686492
-608211,367309
280764,22116
216998,197316
-834470,-99340
-452917,342138
658483,-424853
-818078,430192
285314,-941024
-77617,-963290
369310,83882
824889,166971
-998501,-832483
-952503,-988048
-971354,883673
894875,113475
-74293,-210471
-666346,869931
-457983,-989487
-292642,-501255
-174369,54182
-693782,248404
167716,-73638
444840,-472338
-677699,297891
-607078,674329
40250,332904
-203148,-697689
627620,824756
-543426,233343
-674116,-980309
141335,-97113
-205933,-523803
504201,-60029
814905,-420594
609148,-708580
147648,-768639
-784588,-96383
19597,673288
777651,533121
-495559,546670
-95683,-516423
204313,605699
303386,510813
894840,-950386
88320,-45915
-626850,545641
410680,-982195
-857615,454828
-695111,263627
794309,-209411
-266443,-461506
-727054,-75799
-722880,-229760
-329299,-352106
-972083,721377
-817877,947196
-793206,953797
-956094,23944
-867431,-159430
692078,695038
-546136,618117
-504370,-288124
-853657,-809071
-212362,-156097
164391,-62225
103713,955167
474579,-676266
-535222,15908
334391,-885526
-536382,643885
-170129,943300
-374792,-173305
752382,77622
61376,-429547
526618,607563
-253122,347191
379637,20639
211006,817473
-531079,-731538
818511,-140678
-335903,-387671
-712575,559520
260460,-151663
-787671,71052
353350,944931
-476228,85296
-271916,-801117
-121616,890249
27509,545261
-256224,417613
-719250,-65008
-652698,-347990
807949,-526167
-964525,424783
-259639,-114565
429970,78636
-949772,-480746
710557,-251494
830263,-715225
-730348,-164203
-39809,43586
688667,531571
937055,613443
811285,-64689
-859382,34064
9553,-351374
163942,941989
-775800,-3984
-367399,989426
831728,-147629
711741,226835
-556565,-326730
-543989,-783742
-481154,399822
973117,-951450
61666,570340
784062,967158
-477541,-607431
-633653,109796
309452,957840
909468,-971119
-667380,596410
345723,-993583
-615843,8103
391020,339152
752704,984353
257611,-301734
80957,-946172
-923356,614000
804823,-382000
-152656,597692
-349144,201622
495706,-677774
54316,410981
-463728,-407099
513476,431526
707713,321761
-492183,-951069
-874628,644921
889149,315436
657293,128462
-384569,-205379
-125473,472514
886988,918527
503055,-715287
-527923,973617
92411,956040
-945008,-140352
289802,-991653
-118346,-394266
-709388,66841
-673248,-581012
-802432,-398264
306622,488361
-962179,105512
109862,448162
321341,-870550
382666,-847725
-370632,-472252
703547,957919
-275158,-855802
-774896,739530
655155,-677035
245799,839469
783542,882104
-47089,-938523
-583666,535065
-491015,-384169
-126839,78771
381757,-711297
-615140,-960999
-677542,-259180
-408460,-90205
144214,-623487
778466,-266093
-397601,-731907
-620336,-341268
731193,564246
11011,-627641
711522,-13457
-799050,109108
282548,688060
-748858,655684
-187068,-209956
344047,2026
535696,840880
173694,218828
-444119,318262
-356393,-973402
318153,-718574
228116,717319
147573,56405
173499,-343463
618777,-882502
151990,512755
-611480,-141757
637004,-785308
646108,-530540
-121393,650163
816316,-521152
-407921,-984647
-850994,-316775
841955,707710
391834,138273
-562535,441772
49839,-890179
288704,-13770
-157820,-816679
779573,993818
383147,-531072
715108,-243269
377800,423951
37714,-792359
-846167,468997
720703,-652763
-231956,-495875
357274,844304
-674352,25128
-683838,-383095
183531,-510047
879937,-930209
40795,728043
767923,-297602
-366143,638524
434117,-198939
368497,-698042
82738,402763
-454386,-837828
587341,-432783
112470,98155
-286373,-196078
-716078,169522
-933634,-924909
-462468,225154
121306,-615301
-563301,456747
-909783,995442
-759069,137168
973072,440166
470711,-369398
758291,-437949
954143,-243729
-557584,-13041
333214,171421
-595117,29668
818904,-827427
320407,66016
941781,-748202
973268,-183795
-530587,-442203
903949,-971540
83209,160533
-74098,963163
869700,-825392
-750128,-506700
766063,804950
854257,-42882
-114147,-272449
151826,773656
318772,-199205
-111970,-936548
769907,278117
-567734,20875
-847817,-28571
-667040,-344325
249360,924706
-2837,509189
276661,355812
700878,-898105
-340596,167188
-253164,149852
-972371,989909
988986,780381
-769035,254578
-161885,-503654
-220040,129184
-17556,-71735
-447223,-650074
-355582,171345
-147747,-923972
572291,-829765
150495,-164732
-164081,-845894
216546,-725445
-941552,360353
247574,542794
-949581,-112652
61733,-521775
65477,438537
-403168,-521017
304047,59192
995151,-88536
-396939,-323664
430008,432415
-882801,-546494
940383,-435835
-235557,-18173
-129289,-690450
-864550,-473129
912284,730704
692648,711936
157304,629928
974282,-214175
986908,944552
-498894,-587310
586132,-328978
160397,-758489
-467805,-110906
-613207,-382368
975668,175129
-997749,467436
52345,477621
-905264,310853
23051,867722
219935,-890472
-370701,-221599
535246,-622058
765257,117374
60627,-587633
-120802,-732406
-131285,568012
321539,292133
236742,890557
-416411,568501
192236,93700
-441661,585652
144128,-394597
905745,-776486
-206063,842483
-167577,33918
6458,206554
-402168,-148456
-599222,-129076
369117,806094
-815041,-878499
-504263,653950
323045,-423896
422808,-277
-62436,-667986
260809,-171404
-882614,955542
-277557,-485671
-965387,361467
673214,-360745
860486,-445831
445133,950805
-876570,-422444
-24331,-504202
770488,-241500
-678854,905127
935115,916797
-832718,629891
-325550,-409080
-984207,817583
797966,-463185
304154,751883
-365402,466865
-218342,-514738
565934,-605310
981548,-568746
504146,-964583
723244,-746374
-612605,-552155
305385,-113771
624294,-107444
-757072,-6344
-385718,-404212
-256814,-274360
402839,-836677
310147,241165
-973034,195532
388061,-428522
-92882,-881172
-197499,-317623
89296,180215
626077,313727
156993,-841351
-910274,527988
-23152,150601
-961286,756671
-384929,-331312
-476184,-540222
250039,-731148
956585,-105704
-307183,50060
921349,-22878
-4377,335635
310346,70476
519151,375156
-385506,305413
612422,-767108
664122,-807169
612915,332298
-67722,-56931
-20841,-611669
40536,60437
538505,834464
320569,361677
-331908,90451
801246,-201222
-396280,981729
-776209,-962710
-762498,-490603
168577,521528
-432085,856661
-916637,888628
531755,154307
750462,498367
-383757,870431
269355,362919
52698,266726
-254366,-742506
374444,546147
250334,-932560
-319384,283514
-478841,-823028
489499,-303428
319167,-477553
-908687,55347
-301333,637025
416250,157232
129814,306144
406709,533445
801384,818742
163926,210922
-485618,-281997
28429,-896175
775306,937449
672141,-693720
163468,339419
-323750,167313
-94199,970907
801340,53125
242266,826474
-84293,991245
-624546,631331
109620,-37356
-490451,-184713
-10693,816993
115534,59293
-257986,-543607
-529271,910743
632012,125238
467400,537634
-166171,-916420
-371469,-898015
-368669,74676
-4927,-609355
-838232,-508176
890847,-907119
-403920,443259
965234,-146400
874705,-117204
708275,904276
588387,139381
-781529,-341080
78595,172558
-915893,667776
-804965,-324319
154806,684663
-520430,-700045
154299,-792557
942706,-480491
711089,730235
445635,12858
433957,682112
959320,847431
276735,189145
851470,-79482
670934,-317384
95456,-754191
-767271,-154301
-696179,-936075
-308617,-602708
98753,-745542
-101780,142049
28694,591142
-658101,167993
-618223,351336
665542,781131
752626,988705
-638085,-127945
61437,894359
292512,-993049
-635634,750751
277868,726142
-215446,856313
-197645,-525037
807004,-296953
481703,291105
626908,-498539
147716,574749
118757,-354387
-879008,996990
283360,229909
-358338,-151152
537962,-188523
524114,-737970
-770942,716048
-695900,452563
61021,-833887
-491708,548828
894863,-882816
588747,854954
-412227,-445992
561301,-629615
735390,826019
-315852,226187
995115,579544
992159,578487
854660,-637492
-175060,-222651
-286290,-713673
873885,-806291
771988,139447
115952,92396
-295691,91625
161546,185407
-696869,-547167
-152935,173302
514071,-818115
-609689,-650489
-312539,-41843
657297,-199602
-689944,950954
753511,765555
-356075,-802069
430581,-324985
600896,599735
227655,-119152
889410,603790
360434,468291
233484,254209
725117,934334
442936,-716602
-810510,-665568
-865019,29143
909785,415811
449942,578914
-365490,217556
-651049,109114
-927346,-40138
-884660,-370210
-109470,799112
-483506,211369
638663,-475342
898433,47328
-782245,808116
-654492,-180282
-157243,327829
-872781,-392200
-437190,-851289
370751,452283
-698325,-584288
